               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  26,            0.041662,            0.010654,            0.015259,             0.76312,                   1,               0.995,             0.62168,            0.021107,           0.0055807,           0.0042263,            0.007525,            0.007525,            0.007525
                  27,             0.03921,            0.010295,             0.01418,             0.82863,                   1,               0.995,             0.73796,            0.016444,           0.0052142,           0.0039528,            0.007426,            0.007426,            0.007426
                  28,            0.038065,            0.010157,            0.012515,             0.78367,                   1,               0.995,             0.65642,            0.023391,           0.0051303,           0.0036884,            0.007327,            0.007327,            0.007327
                  29,             0.03909,            0.011716,            0.012784,             0.77424,                   1,               0.995,             0.73796,            0.016728,           0.0054226,           0.0038532,            0.007228,            0.007228,            0.007228
                  30,             0.03974,            0.011524,            0.013879,             0.83777,                   1,               0.995,             0.62147,            0.022038,           0.0055842,            0.003558,            0.007129,            0.007129,            0.007129
                  31,            0.037999,            0.010594,            0.012198,             0.87744,                   1,               0.995,             0.61402,            0.020026,           0.0057263,           0.0031706,             0.00703,             0.00703,             0.00703
                  32,            0.038142,            0.011376,            0.013145,             0.82867,                   1,               0.995,             0.68025,            0.021293,           0.0056715,            0.002964,            0.006931,            0.006931,            0.006931
                  33,            0.039669,            0.010335,            0.011061,             0.82785,                   1,               0.995,             0.72967,            0.017682,           0.0053456,           0.0028021,            0.006832,            0.006832,            0.006832
                  34,            0.037409,           0.0099809,           0.0082864,             0.80321,                   1,               0.995,             0.67163,            0.022371,           0.0051966,           0.0026115,            0.006733,            0.006733,            0.006733
                  35,            0.038602,            0.010467,            0.010504,              0.9006,                   1,               0.995,             0.65504,            0.021802,            0.005481,           0.0024622,            0.006634,            0.006634,            0.006634
                  36,            0.040276,            0.010521,            0.010044,             0.83224,                   1,               0.995,             0.74625,            0.018177,           0.0054729,           0.0024817,            0.006535,            0.006535,            0.006535
                  37,            0.039283,           0.0092988,            0.010413,             0.87356,                   1,               0.995,             0.64426,            0.021544,           0.0054386,           0.0026819,            0.006436,            0.006436,            0.006436
                  38,            0.034846,             0.01017,           0.0095148,             0.87034,             0.91667,               0.995,             0.69926,            0.019662,           0.0051379,           0.0034618,            0.006337,            0.006337,            0.006337
                  39,            0.034488,           0.0096272,           0.0089299,             0.92879,                   1,               0.995,             0.73796,            0.019325,           0.0052521,           0.0025377,            0.006238,            0.006238,            0.006238
                  40,            0.035656,           0.0097966,           0.0085057,             0.92696,                   1,               0.995,             0.72138,            0.019406,           0.0051775,           0.0024628,            0.006139,            0.006139,            0.006139
                  41,            0.034339,           0.0095298,           0.0082554,             0.92087,                   1,               0.995,              0.6965,             0.01781,           0.0051243,           0.0024593,             0.00604,             0.00604,             0.00604
                  42,            0.036168,            0.010076,            0.009561,             0.92781,                   1,               0.995,             0.68821,            0.019125,           0.0054018,           0.0026064,            0.005941,            0.005941,            0.005941
                  43,            0.034349,            0.010218,           0.0089036,             0.93585,                   1,               0.995,              0.6965,            0.019232,           0.0053411,           0.0025389,            0.005842,            0.005842,            0.005842
                  44,            0.031158,            0.009547,           0.0094912,             0.93582,                   1,               0.995,             0.70479,            0.017321,           0.0052154,           0.0023981,            0.005743,            0.005743,            0.005743
                  45,            0.034209,           0.0090835,           0.0084077,              0.9399,                   1,               0.995,             0.70479,            0.019048,           0.0051184,           0.0021887,            0.005644,            0.005644,            0.005644
                  46,            0.032032,           0.0097106,           0.0074844,             0.92852,                   1,               0.995,              0.6965,            0.017385,           0.0051541,           0.0020147,            0.005545,            0.005545,            0.005545
                  47,            0.032863,           0.0098951,           0.0081938,              0.9028,                   1,               0.995,             0.72137,            0.020871,            0.005198,           0.0018934,            0.005446,            0.005446,            0.005446
                  48,             0.03376,           0.0097234,           0.0089086,             0.88908,                   1,               0.995,             0.70756,            0.017704,            0.005322,           0.0018591,            0.005347,            0.005347,            0.005347
                  49,            0.032536,            0.010043,           0.0081116,             0.86647,                   1,               0.995,             0.72138,              0.0175,           0.0052822,            0.001922,            0.005248,            0.005248,            0.005248
                  50,            0.031523,           0.0093783,           0.0073238,             0.92764,                   1,               0.995,             0.70479,            0.017534,           0.0052152,           0.0019466,            0.005149,            0.005149,            0.005149
                  51,            0.031847,           0.0092795,           0.0084179,             0.93828,                   1,               0.995,             0.77113,            0.017374,           0.0052433,           0.0019638,             0.00505,             0.00505,             0.00505
                  52,             0.03036,           0.0090462,           0.0061383,             0.92629,                   1,               0.995,             0.77113,            0.016843,           0.0050871,           0.0019415,            0.004951,            0.004951,            0.004951
                  53,            0.031968,           0.0097444,           0.0073023,             0.93362,                   1,               0.995,             0.78771,            0.016548,           0.0051038,           0.0018654,            0.004852,            0.004852,            0.004852
                  54,            0.031611,           0.0093159,            0.007416,             0.93088,                   1,               0.995,             0.75454,            0.016384,           0.0051348,           0.0017143,            0.004753,            0.004753,            0.004753
                  55,            0.028754,           0.0086178,           0.0062018,             0.93824,                   1,               0.995,             0.74625,            0.016356,           0.0050702,            0.001603,            0.004654,            0.004654,            0.004654
                  56,            0.031271,           0.0099496,           0.0069497,             0.94071,                   1,               0.995,             0.72967,            0.016756,             0.00529,           0.0015804,            0.004555,            0.004555,            0.004555
                  57,            0.030152,           0.0083587,           0.0058031,             0.94174,                   1,               0.995,             0.74625,             0.01753,           0.0052769,           0.0015781,            0.004456,            0.004456,            0.004456
                  58,            0.029293,           0.0085218,           0.0058444,             0.93696,                   1,               0.995,               0.796,            0.015473,           0.0052228,           0.0015544,            0.004357,            0.004357,            0.004357
                  59,            0.029977,            0.008816,           0.0063726,             0.93843,                   1,               0.995,             0.74625,            0.015356,           0.0050666,           0.0015224,            0.004258,            0.004258,            0.004258
                  60,            0.029897,           0.0089485,           0.0060497,             0.93548,                   1,               0.995,             0.71308,            0.017159,           0.0050292,           0.0015132,            0.004159,            0.004159,            0.004159
                  61,            0.029764,           0.0091399,           0.0057662,             0.92764,                   1,               0.995,             0.76283,            0.015297,           0.0047722,           0.0015324,             0.00406,             0.00406,             0.00406
                  62,            0.030579,            0.008802,           0.0061376,             0.92922,                   1,               0.995,             0.72138,             0.01732,           0.0048265,           0.0015644,            0.003961,            0.003961,            0.003961
                  63,            0.029849,           0.0091915,            0.004639,             0.92897,                   1,               0.995,             0.75454,            0.015122,           0.0048592,           0.0015644,            0.003862,            0.003862,            0.003862
                  64,            0.030892,           0.0087869,           0.0063214,             0.93224,                   1,               0.995,             0.73796,            0.016602,           0.0049489,           0.0015447,            0.003763,            0.003763,            0.003763
                  65,            0.028774,           0.0082324,           0.0047526,             0.91361,                   1,               0.995,             0.76283,            0.016945,           0.0049424,           0.0014877,            0.003664,            0.003664,            0.003664
                  66,            0.026255,           0.0089054,           0.0045394,              0.9112,                   1,               0.995,               0.796,            0.014179,           0.0047085,           0.0014774,            0.003565,            0.003565,            0.003565
                  67,            0.027945,           0.0089833,           0.0045878,             0.90034,                   1,               0.995,             0.78771,             0.01403,           0.0047832,           0.0014179,            0.003466,            0.003466,            0.003466
                  68,            0.026711,           0.0091378,           0.0049384,             0.92109,                   1,               0.995,               0.796,            0.013982,           0.0048032,           0.0013676,            0.003367,            0.003367,            0.003367
                  69,             0.02847,           0.0085942,           0.0055283,             0.93482,                   1,               0.995,             0.75454,            0.015038,           0.0048766,           0.0013327,            0.003268,            0.003268,            0.003268
                  70,             0.02504,           0.0083612,           0.0040481,             0.93797,                   1,               0.995,             0.72138,            0.015624,           0.0049996,            0.001298,            0.003169,            0.003169,            0.003169
                  71,            0.029761,            0.008497,           0.0052285,             0.94738,                   1,               0.995,             0.75454,            0.014967,           0.0049415,           0.0012437,             0.00307,             0.00307,             0.00307
                  72,            0.028475,           0.0083778,           0.0043664,             0.95436,                   1,               0.995,             0.77942,            0.014032,           0.0048563,           0.0012337,            0.002971,            0.002971,            0.002971
                  73,            0.028176,           0.0084433,           0.0081374,             0.95371,                   1,               0.995,             0.76283,            0.015495,            0.004899,           0.0012039,            0.002872,            0.002872,            0.002872
                  74,            0.025502,           0.0091202,           0.0054275,              0.9515,                   1,               0.995,             0.77112,            0.014343,           0.0048494,            0.001183,            0.002773,            0.002773,            0.002773
                  75,            0.024348,           0.0086081,           0.0050756,             0.95009,                   1,               0.995,             0.75454,            0.014045,           0.0048363,           0.0011106,            0.002674,            0.002674,            0.002674
                  76,            0.025616,           0.0082949,           0.0042638,             0.94415,                   1,               0.995,             0.77113,             0.01376,           0.0047204,           0.0010606,            0.002575,            0.002575,            0.002575
                  77,            0.025184,           0.0086092,           0.0038227,             0.94479,                   1,               0.995,             0.77113,            0.014775,           0.0046756,           0.0010139,            0.002476,            0.002476,            0.002476
                  78,             0.02771,           0.0086161,           0.0042544,              0.9459,                   1,               0.995,             0.78771,              0.0138,           0.0046248,          0.00097332,            0.002377,            0.002377,            0.002377
                  79,            0.023311,           0.0076254,           0.0077296,             0.94864,                   1,               0.995,               0.796,             0.01291,           0.0046098,          0.00093555,            0.002278,            0.002278,            0.002278
                  80,            0.025367,           0.0089834,            0.003187,             0.95412,                   1,               0.995,             0.78771,            0.014023,           0.0047429,          0.00091639,            0.002179,            0.002179,            0.002179
                  81,            0.025045,           0.0085501,           0.0053124,             0.95637,                   1,               0.995,             0.75454,            0.014366,            0.004889,          0.00090008,             0.00208,             0.00208,             0.00208
                  82,            0.026857,           0.0081881,            0.006658,             0.95576,                   1,               0.995,             0.76283,            0.014251,           0.0050149,           0.0008852,            0.001981,            0.001981,            0.001981
                  83,            0.024832,            0.008174,           0.0055719,              0.9551,                   1,               0.995,             0.77113,            0.013863,           0.0050802,          0.00087404,            0.001882,            0.001882,            0.001882
                  84,             0.02355,           0.0087607,           0.0036173,             0.95086,                   1,               0.995,             0.74625,            0.014546,           0.0050454,          0.00086575,            0.001783,            0.001783,            0.001783
                  85,            0.023993,           0.0084238,           0.0033095,              0.9428,                   1,               0.995,             0.75454,            0.014644,           0.0051055,          0.00085316,            0.001684,            0.001684,            0.001684
                  86,            0.024367,           0.0087986,           0.0040422,             0.93696,                   1,               0.995,             0.73796,            0.014252,           0.0051293,          0.00083528,            0.001585,            0.001585,            0.001585
                  87,            0.023735,           0.0083206,           0.0043003,             0.94288,                   1,               0.995,             0.76283,            0.014149,           0.0049958,          0.00081024,            0.001486,            0.001486,            0.001486
                  88,              0.0231,           0.0088417,           0.0036541,             0.95044,                   1,               0.995,             0.75454,            0.013132,           0.0049698,          0.00079966,            0.001387,            0.001387,            0.001387
                  89,            0.024003,           0.0083094,           0.0036093,             0.95344,                   1,               0.995,             0.77942,            0.013583,           0.0049577,          0.00077991,            0.001288,            0.001288,            0.001288
                  90,            0.022546,           0.0083129,           0.0029392,             0.95415,                   1,               0.995,             0.77942,            0.013538,           0.0050011,          0.00076275,            0.001189,            0.001189,            0.001189
                  91,            0.020741,           0.0079027,           0.0034331,             0.95444,                   1,               0.995,             0.75454,            0.013234,           0.0049572,          0.00074902,             0.00109,             0.00109,             0.00109
                  92,            0.022639,            0.008281,            0.003534,             0.95393,                   1,               0.995,             0.78771,            0.013485,           0.0049324,          0.00073528,            0.000991,            0.000991,            0.000991
                  93,            0.021144,           0.0081585,           0.0025892,             0.95232,                   1,               0.995,               0.796,            0.012456,           0.0048466,          0.00072284,            0.000892,            0.000892,            0.000892
                  94,            0.024477,           0.0079956,           0.0034321,             0.95093,                   1,               0.995,               0.796,            0.012248,           0.0047836,          0.00071268,            0.000793,            0.000793,            0.000793
                  95,             0.02054,            0.007936,           0.0025678,              0.9522,                   1,               0.995,             0.77942,             0.01334,           0.0048084,          0.00070324,            0.000694,            0.000694,            0.000694
                  96,            0.022277,           0.0083203,           0.0025374,              0.9531,                   1,               0.995,             0.78771,            0.012745,           0.0047531,          0.00069809,            0.000595,            0.000595,            0.000595
                  97,             0.02132,           0.0075432,             0.00237,             0.95173,                   1,               0.995,             0.78771,             0.01229,             0.00472,          0.00068521,            0.000496,            0.000496,            0.000496
                  98,            0.021201,           0.0074099,           0.0026148,             0.95108,                   1,               0.995,             0.77113,            0.013056,           0.0047553,          0.00068192,            0.000397,            0.000397,            0.000397
                  99,            0.020848,           0.0078561,           0.0023234,             0.95173,                   1,               0.995,             0.80429,            0.012319,           0.0047152,          0.00067348,            0.000298,            0.000298,            0.000298
